,RERA,BHK_NO.,SQUARE_FT,ADDRESS,TARGET(PRICE_IN_LACS)
13944,1,3,1475.288911,Noida,60.0
5814,0,3,1475.288911,Coimbatore,60.0
228,0,3,1475.2567689999998,Noida,79.0
29185,0,3,1475.237092,Gwalior,42.0
1433,0,3,1475.237092,Bangalore,70.0
1390,0,3,1475.237092,Bangalore,70.0
6098,0,3,1475.237092,Bangalore,70.0
11296,0,3,1475.237092,Noida,70.0
7814,1,3,1475.216365,Ghaziabad,75.0
14899,0,3,1475.216365,Kolkata,75.0
26098,1,3,1475.198626,Mohali,68.7
22216,0,3,1475.182228,Kolkata,85.0
28157,0,3,1475.1773050000002,Visakhapatnam,52.0
9707,0,3,1475.1552800000002,Rajkot,95.0
21583,1,3,1475.14114,Noida,81.0
8925,1,3,1475.128645,Ghaziabad,43.0
22537,1,3,1475.048249,Mohali,53.5
11948,1,3,1475.008738,Ghaziabad,42.2
7436,1,3,1475.0,Noida,76.7
28785,0,3,1475.0,Kochi,59.0
615,0,3,1474.993653,Indore,58.1
26194,0,3,1474.926254,Kolkata,110.0
26516,1,3,1474.926254,Faridabad,60.0
11503,0,3,1474.840949,Jaipur,51.0
12287,1,3,1474.820144,Ghaziabad,45.1
26609,0,3,1474.744992,Panaji,120.0
19404,1,3,1474.633596,Mohali,65.4
28183,1,3,1474.542458,Lalitpur,170.0
10872,1,3,1474.542458,Mumbai,170.0
15650,1,3,1474.542458,Maharashtra,170.0
27444,1,3,1474.530831,Bhopal,33.0
23744,0,3,1474.480151,Jaipur,39.0
22874,1,3,1474.418605,Mohali,63.4
12775,0,3,1474.201474,Kochi,60.0
12659,0,3,1474.193548,Jaipur,45.7
16679,0,3,1474.13562,Chennai,110.0
17676,0,3,1474.080747,Maharashtra,180.0
703,0,3,1474.080747,Lalitpur,180.0
3163,0,3,1473.345834,Mumbai,110.0
14273,1,2,1473.11564,Pune,120.0
488,0,3,1473.005999,Kolkata,66.3
13212,0,3,1472.885517,Pune,66.0
14110,1,3,1472.75405,Pune,80.0
2037,1,3,1472.75405,Bangalore,100.0
7219,1,3,1472.537182,Bangalore,100.0
24025,1,3,1472.166331,Ghaziabad,43.9
9819,0,3,1472.134595,Bangalore,70.0
7429,0,3,1472.103636,Bangalore,100.0
2064,0,3,1472.086966,Chennai,130.0
29247,1,3,1471.875,Visakhapatnam,47.1
18500,0,3,1471.734049,Mumbai,170.0
22176,0,3,1471.734049,Maharashtra,170.0
12081,0,3,1471.361009,Bangalore,140.0
15058,0,3,1471.297636,Jaipur,30.5
21537,0,3,1471.232877,Jaipur,53.7
26874,0,3,1470.815916,Pune,95.0
7625,0,3,1470.7684769999998,Lalitpur,120.0
13280,0,3,1470.7684769999998,Mumbai,120.0
17480,0,3,1470.588235,Bangalore,100.0
2712,0,3,1470.287931,Ghaziabad,72.0
14880,0,2,1470.279353,Kolkata,70.0
17124,1,3,1470.265526,Bhubaneswar,67.0
18098,0,3,1470.255598,Bangalore,65.0
19346,0,3,1470.255598,Kolkata,65.0
19290,0,3,1470.215463,Noida,58.0
27237,0,3,1470.195135,Chandigarh,110.0
2973,1,3,1470.155837,Raipur,50.0
8725,0,3,1470.155837,Bangalore,100.0
18740,1,2,1470.15147,Bangalore,99.0
16507,1,3,1470.133086,Ghaziabad,95.0
5059,1,3,1470.133086,Ghaziabad,95.0
16436,0,3,1470.096893,Bangalore,88.0
27210,0,2,1470.082531,Bangalore,85.5
19534,0,4,1470.073504,Darjeeling,42.0
4557,0,3,1470.047777,Kolkata,80.0
9795,0,3,1470.02551,Jaipur,46.1
13952,1,3,1470.0,Lucknow,44.1
23080,1,3,1470.0,Lucknow,44.1
22903,0,3,1469.797455,Ghaziabad,82.0
26686,1,3,1469.465649,Patna,77.0
5880,0,3,1469.335605,Chandigarh,34.5
5478,1,3,1469.254489,Bangalore,81.0
14349,0,3,1468.571429,Siliguri,51.4
28636,1,2,1468.566639,Bangalore,87.6
22353,1,3,1468.189233,Bangalore,90.0
28249,1,3,1468.181818,Gurgaon,64.6
28077,1,3,1468.159295,Bangalore,80.0
9773,0,2,1468.141333,Bangalore,150.0
28436,0,2,1468.069489,Bangalore,120.0
4018,0,3,1467.933492,Jaipur,30.9
7717,0,3,1467.889908,Kota,40.0
27912,0,3,1467.288106,Nagpur,85.0
21706,1,3,1467.13615,Bangalore,150.0
1073,1,3,1467.13615,Bangalore,100.0
11177,1,2,1466.862248,Chennai,110.0
27767,1,3,1466.781708,Lalitpur,170.0
24577,1,3,1466.666667,Gurgaon,110.0
2562,1,3,1466.27566,Maharashtra,140.0
20802,1,3,1466.27566,Lalitpur,140.0
1312,1,3,1466.27566,Mumbai,140.0
5185,0,2,1466.221232,Bangalore,79.0
12355,0,3,1466.083151,Kolkata,67.0
10627,0,3,1466.0151039999998,Kolkata,66.0
26184,0,3,1465.494271,Mumbai,110.0
5507,0,3,1465.320742,Visakhapatnam,45.0
2971,1,2,1465.315666,Jaipur,56.4
5859,0,3,1465.273029,Mumbai,150.0
4952,0,3,1465.144972,Pune,95.0
8558,1,2,1465.087282,Gurgaon,70.5
1234,0,3,1465.0766609999998,Bangalore,86.0
7288,0,2,1465.048137,Anand,35.0
10698,0,3,1465.028355,Bangalore,62.0
5690,0,3,1465.002713,Bangalore,81.0
10249,0,2,1464.9331619999998,Bangalore,80.0
12857,0,3,1464.919044,Bangalore,76.0
25207,0,3,1464.84375,Bangalore,75.0
25456,0,3,1464.682258,Visakhapatnam,62.0
19967,1,3,1464.68144,Bangalore,42.3
1277,0,3,1464.128843,Noida,50.0
876,1,3,1464.128843,Maharashtra,120.0
28141,0,3,1464.073474,Guwahati,54.2
6482,0,3,1464.026771,Noida,52.5
10205,0,3,1464.00976,Bangalore,72.0
7175,0,2,1464.00976,Maharashtra,180.0
1331,0,2,1464.002756,Goa,85.0
6771,0,3,1463.829787,Udupi,34.4
29407,1,3,1463.679075,Vadodara,40.5
6370,0,3,1463.414634,Noida,120.0
7150,1,3,1463.271876,Bangalore,100.0
27676,1,2,1463.070686,Gurgaon,83.0
16027,1,3,1463.057791,Bangalore,100.0
17146,1,3,1463.057791,Bangalore,100.0
2063,1,3,1462.857143,Chennai,76.8
5529,1,3,1462.848297,Ghaziabad,37.8
5078,0,2,1462.599248,Durgapur,35.0
2416,0,3,1462.293712,Varanasi,70.0
12362,0,3,1462.140992,Faridabad,140.0
12564,1,3,1462.056841,Chandigarh,49.9
25292,0,3,1461.538462,Lalitpur,190.0
3061,0,4,1461.454147,Ghaziabad,40.0
4887,0,3,1461.41855,Lalitpur,150.0
11670,0,3,1461.063413,Kolkata,97.0
11265,1,3,1460.564752,Bhopal,30.0
2747,0,3,1460.427136,Chandigarh,46.5
29120,0,3,1460.31746,Chandigarh,46.0
18920,1,3,1460.31746,Noida,46.0
23797,0,3,1460.31746,Kochi,46.0
21316,0,3,1460.248783,Bangalore,81.0
6909,0,3,1460.234681,Chandigarh,56.0
3102,0,3,1460.230201,Bangalore,85.0
16309,0,3,1460.209297,Bangalore,60.0
21536,0,4,1460.209297,Sonipat,60.0
13541,0,3,1460.190593,Noida,95.0
26269,0,3,1460.187086,Ghaziabad,64.0
19174,0,3,1460.150071,Ghaziabad,72.0
17157,0,3,1460.138226,Mumbai,150.0
8243,1,3,1460.127293,Pune,78.0
23987,0,3,1460.12046,Bangalore,80.0
27365,0,3,1460.12046,Bangalore,80.0
12389,0,3,1460.11396,Vijayawada,41.0
18831,0,3,1460.1077699999998,Kolkata,84.0
15046,0,2,1460.101868,Ghaziabad,43.0
28924,0,3,1460.096234,Bangalore,88.0
12764,0,3,1460.09085,Raipur,45.0
24325,0,3,1460.08077,Chandigarh,47.0
10515,0,3,1460.071514,Chandigarh,49.0
18681,0,3,1460.047783,Kolkata,55.0
11884,0,3,1460.047783,Chandigarh,55.0
27213,0,3,1460.047783,Udaipur,55.0
14522,0,3,1460.047783,Kolkata,55.0
27471,0,3,1460.023175,Bangalore,63.0
25163,0,3,1460.017969,Lalitpur,130.0
19334,0,3,1460.017969,Maharashtra,130.0
3104,0,3,1460.0,Ranchi,73.0
20149,0,4,1460.0,Chandigarh,36.5
15304,0,3,1459.918598,Jaipur,82.5
23407,0,3,1459.854015,Bangalore,80.0
24361,1,3,1459.854015,Bangalore,78.0
14421,1,3,1459.854015,Gurgaon,100.0
14886,0,3,1459.812553,Chandigarh,51.4
10220,0,3,1459.770115,Ghaziabad,63.5
15777,1,2,1459.71195,Gurgaon,150.0
13252,0,3,1459.703947,Bangalore,71.0
26758,0,3,1459.6900970000002,Kolkata,65.0
19790,0,2,1459.549625,Ludhiana,35.0
15771,0,3,1459.498905,Lalitpur,180.0
1408,0,3,1459.427904,Mysore,100.0
12238,0,3,1459.380574,Pune,180.0
23334,0,3,1459.321416,Nagpur,120.0
22061,0,3,1459.143969,Bangalore,90.0
8219,0,3,1459.059233,Noida,67.0
10753,0,3,1459.034792,Noida,65.0
12256,0,3,1458.837772,Chandigarh,48.2
28876,0,3,1458.830549,Mohali,48.9
27983,0,3,1458.823529,Chandigarh,49.6
26670,1,3,1458.823529,Varanasi,49.6
15007,1,3,1458.789205,Gurgaon,100.0
7796,0,3,1458.652374,Bangalore,76.2
24828,0,3,1458.1244869999998,Kolkata,160.0
14603,0,3,1458.019105,Guwahati,58.0
4197,0,3,1458.017581,Noida,48.1
4304,0,3,1457.253886,Ernakulam,45.0
7690,0,3,1457.226127,Kolkata,170.0
18391,0,3,1457.146642,Bangalore,110.0
27668,0,3,1457.112814,Bangalore,97.0
20737,0,3,1457.0887369999998,Bangalore,100.0
16736,0,3,1456.953642,Bangalore,110.0
6315,0,3,1456.364647,Nagpur,52.4
10133,0,3,1456.25,Dhanbad,46.6
19813,1,3,1456.1618640000002,Noida,47.5
24093,0,3,1456.157012,Bangalore,92.0
1356,0,2,1456.071076,Chennai,59.0
27885,0,2,1455.906822,Chennai,70.0
5187,0,3,1455.767077,Guwahati,65.0
18423,0,3,1455.359642,Srikakulam,52.0
17066,1,3,1455.133387,Bangalore,90.0
4608,1,3,1455.108359,Bangalore,70.5
11803,0,2,1455.074573,Bangalore,120.0
25889,1,3,1455.068756,Bangalore,91.0
19635,0,3,1455.064194,Guwahati,61.2
2405,0,3,1454.898157,Jaipur,60.0
5956,0,3,1454.898157,Bangalore,75.0
19848,0,3,1454.839361,Bangalore,72.0
3748,0,3,1454.82389,Pune,95.0
13657,0,3,1454.627336,Ranchi,64.6
10393,0,3,1454.5454550000002,Bhopal,40.0
24089,0,3,1454.449293,Bangalore,110.0
4468,0,2,1454.349583,Guntur,54.0
18461,1,3,1454.347826,Noida,66.9
63,0,3,1454.333915,Ottapalam,50.0
4756,0,3,1454.257007,Kolkata,55.0
17565,0,3,1454.192923,Mumbai,120.0
7167,0,3,1454.1765300000002,Surat,43.0
29226,0,3,1454.138702,Pune,130.0
19578,0,3,1454.138702,Pune,65.0
7092,0,2,1454.0769369999998,Kolkata,79.0
3514,0,3,1453.957997,Jaipur,45.0
17398,0,3,1453.8461539999998,Indore,37.8
13519,1,3,1453.418633,Chennai,72.7
20581,0,3,1453.333333,Jaipur,43.6
1377,0,3,1453.175457,Bangalore,54.0
9085,1,3,1453.128123,Chennai,72.7
28050,0,3,1453.115651,Kolkata,170.0
3422,0,3,1452.564685,Bhopal,32.0
4492,0,3,1452.282158,Surat,49.0
6857,0,3,1452.098459,Kolkata,82.0
21727,1,3,1451.87602,Bhubaneswar,89.0
5547,1,3,1451.612903,Ajmer,40.5
20789,0,3,1451.278507,Jaipur,42.0
25424,0,3,1451.216789,Bangalore,65.0
8320,0,3,1451.216789,Chennai,65.0
10860,0,3,1451.16819,Bangalore,100.0
3421,0,3,1451.144792,Nagpur,90.0
22132,0,3,1451.131029,Bangalore,68.0
5315,0,3,1451.120163,Chennai,57.0
19672,0,3,1451.0364550000002,Bangalore,81.2
15603,0,3,1451.00717,Bangalore,170.0
26823,0,4,1450.751252,Kolkata,86.9
19679,0,3,1450.617284,Jaipur,32.9
25721,0,2,1450.589302,Indore,32.0
8331,0,3,1450.589302,Jaipur,32.0
1354,0,3,1450.577664,Chandigarh,33.9
25106,0,3,1450.511945,Bangalore,34.0
29127,0,3,1450.476585,Vadodara,35.0
19501,0,3,1450.430347,Noida,45.5
22028,0,3,1450.411603,Thrissur,37.0
15742,0,4,1450.353291,Idukki,39.0
10364,0,3,1450.353291,Jaipur,39.0
25702,0,2,1450.326323,Solan,40.0
4724,0,3,1450.326323,Gwalior,40.0
7771,0,3,1450.326323,Bangalore,60.0
19153,1,3,1450.326323,Ghaziabad,60.0
18679,0,3,1450.326323,Sikar,40.0
24450,0,3,1450.326323,Gwalior,60.0
20216,0,3,1450.326323,Surat,40.0
9238,1,3,1450.292398,Lucknow,62.0
23037,0,3,1450.292398,Bangalore,62.0
16956,1,3,1450.290058,Bangalore,72.5
8600,0,3,1450.276243,Neemrana,42.0
14496,1,3,1450.276243,Bangalore,63.0
10874,0,2,1450.245426,Ghaziabad,65.0
27295,1,3,1450.245426,Lucknow,65.0
21942,0,3,1450.245426,Jabalpur,65.0
2955,0,3,1450.245426,Bhubaneswar,65.0
15209,0,3,1450.245426,Chandigarh,32.5
8742,0,3,1450.245426,Kolkata,65.0
12624,0,2,1450.245426,Bangalore,65.0
11882,1,3,1450.245426,Jabalpur,65.0
14346,1,3,1450.230719,Pune,88.0
28359,1,3,1450.230719,Ghaziabad,44.0
3567,1,3,1450.230719,Ghaziabad,44.0
2310,0,2,1450.230719,Mumbai,88.0
17918,0,3,1450.220602,Pune,75.6
23759,0,3,1450.21645,Kolkata,67.0
23142,0,3,1450.209475,Pune,90.0
15021,0,2,1450.209475,Bangalore,90.0
21684,0,3,1450.209475,Ongole,45.0
14781,0,3,1450.209475,Bangalore,90.0
16527,0,2,1450.209475,Lalitpur,90.0
16006,0,3,1450.209475,Faridabad,90.0
12375,1,3,1450.209475,Bangalore,90.0
12264,0,2,1450.209475,Vijayawada,45.0
6209,0,3,1450.2026019999998,Kolkata,68.0
17781,0,3,1450.189155,Palakkad,46.0
15357,0,3,1450.176093,Noida,70.0
7698,0,3,1450.176093,Mohali,70.0
12511,0,3,1450.176093,Ghaziabad,70.0
3677,1,3,1450.169701,Ghaziabad,47.0
17373,0,3,1450.163399,Panchkula,71.0
1340,0,3,1450.163399,Ghaziabad,71.0
19139,0,2,1450.163399,Mohali,71.0
14913,0,3,1450.151057,Kolkata,72.0
10825,0,3,1450.151057,Visakhapatnam,96.0
8417,0,3,1450.139054,Guwahati,73.0
8826,0,3,1450.133175,Vijayawada,49.0
9079,0,2,1450.133175,Kolkata,98.0
16445,0,3,1450.125733,Bangalore,86.5
8237,0,3,1450.116009,Bangalore,75.0
23161,0,3,1450.116009,Kanpur,50.0
2403,1,3,1450.116009,Maharashtra,150.0
4935,0,3,1450.116009,Vijayawada,50.0
21748,0,3,1450.116009,Chandigarh,75.0
26623,0,2,1450.116009,Lucknow,75.0
12993,0,3,1450.116009,Bangalore,50.0
12918,1,3,1450.116009,Lalitpur,150.0
23429,0,3,1450.116009,Noida,50.0
28484,0,3,1450.116009,Bokaro,50.0
1780,0,3,1450.116009,Mangalore,37.5
23256,0,2,1450.099517,Jaipur,51.0
27770,0,3,1450.083659,Ghaziabad,52.0
19495,0,3,1450.083659,Chandigarh,130.0
2102,0,3,1450.083659,Kolkata,130.0
19690,0,3,1450.083659,Pune,130.0
13072,1,3,1450.073421,Noida,79.0
29082,1,3,1450.06344,Bangalore,80.0
4683,0,3,1450.044209,Kolkata,82.0
25148,0,3,1450.039547,Jaipur,55.0
12202,0,3,1450.039547,Bangalore,55.0
26415,0,3,1450.039547,Lalitpur,110.0
25294,0,3,1450.039547,Kanpur,55.0
10529,0,2,1450.039547,Warangal,55.0
9435,0,3,1450.039547,Bangalore,55.0
24645,0,3,1450.039547,Palakkad,55.0
24599,0,3,1450.025893,Vadodara,56.0
21024,0,3,1450.017059,Noida,85.0
12065,0,3,1450.0,Kanpur,87.0
25584,0,3,1450.0,Bangalore,81.2
3629,0,3,1450.0,Bangalore,58.0
19333,0,3,1450.0,Bangalore,81.2
12051,0,3,1450.0,Surat,46.4
1305,0,3,1450.0,Bangalore,58.0
3829,1,3,1450.0,Bangalore,52.2
8055,0,3,1450.0,Bangalore,81.2
23257,0,3,1450.0,Jaipur,31.9
26678,1,3,1450.0,Bangalore,87.0
24650,0,3,1450.0,Chennai,87.0
20422,1,2,1449.975834,Chennai,60.0
26474,0,3,1449.975834,Jaipur,30.0
5147,1,3,1449.970042,Noida,72.6
27817,0,3,1449.953227,Bhiwadi,46.5
6481,1,3,1449.932034,Bhiwadi,32.0
2246,0,3,1449.921927,Panchkula,65.0
24253,0,3,1449.912127,Hazaribagh,33.0
25251,0,3,1449.89339,Kolkata,68.0
12746,0,3,1449.875725,Maharashtra,140.0
22807,0,2,1449.835685,Jaipur,75.0
16003,0,3,1449.82831,Lalitpur,38.0
6132,0,3,1449.82831,Maharashtra,38.0
22968,0,3,1449.82831,Nagpur,38.0
25871,0,3,1449.787836,Jaipur,41.0
650,1,3,1449.781659,Pune,83.0
25864,0,3,1449.704142,Indore,49.0
10957,0,3,1449.695564,Jaipur,50.0
13079,0,3,1449.695564,Moradabad,50.0
17694,1,2,1449.695564,Bangalore,100.0
7582,0,3,1449.66443,Lucknow,54.0
2464,0,3,1449.650531,Bangalore,56.0
7402,1,3,1449.6255130000002,Mumbai,120.0
21160,0,3,1449.551783,Mohali,76.0
10897,0,3,1449.275362,Anand,25.0
22615,0,3,1449.275362,Jaipur,26.0
29005,1,3,1449.084442,Bangalore,110.0
6449,0,3,1449.001619,Ranchi,53.7
9441,0,3,1448.979592,Gwalior,35.5
14207,1,4,1448.951049,Faridabad,51.8
17128,1,3,1448.77544,Ghaziabad,42.0
8383,0,3,1448.717949,Ghaziabad,67.8
20296,0,3,1448.387097,Indore,44.9
2583,0,3,1448.37575,Lalitpur,140.0
16698,0,3,1448.37575,Mumbai,140.0
5439,1,3,1448.37575,Mumbai,140.0
19382,0,3,1448.37575,Kolkata,140.0
17017,0,3,1448.303078,Ghaziabad,36.7
16746,1,3,1448.254266,Bhubaneswar,92.5
8259,1,2,1448.225923,Pune,140.0
24780,0,3,1448.225923,Pune,140.0
24587,0,3,1448.193491,Bhubaneswar,48.5
2247,1,3,1448.131443,Bangalore,89.9
27137,0,3,1448.130595,Bangalore,110.0
21374,0,3,1448.064606,Mohali,52.0
1224,0,3,1448.06338,Jaipur,32.9
14916,1,3,1448.040886,Ghaziabad,42.5
23538,0,3,1447.963801,Bangalore,80.0
4555,0,3,1447.828258,Mohali,58.0
10792,1,3,1447.701773,Bangalore,120.0
25589,1,3,1447.66147,Indore,26.0
464,0,3,1447.054818,Kolkata,85.0
7641,0,3,1447.044335,Tenali,47.0
9376,1,3,1446.879643,Bangalore,77.9
7099,1,3,1446.879643,Bangalore,77.9
3926,0,3,1446.654611,Goa,120.0
25716,0,3,1446.416831,Bangalore,110.0
29357,1,3,1446.201311,Noida,75.0
4588,1,3,1446.201311,Noida,75.0
19901,1,3,1446.201311,Noida,75.0
21888,1,2,1446.117274,Gurgaon,73.0
26153,0,3,1446.078431,Pune,59.0
3019,1,3,1446.015424,Noida,90.0
23540,1,2,1445.85726,Gurgaon,70.5
7910,1,3,1445.783133,Bangalore,96.0
11676,1,3,1445.652174,Noida,66.5
12827,0,3,1445.270988,Noida,68.0
11820,0,3,1445.270988,Chennai,68.0
17946,1,3,1445.229102,Bangalore,88.0
5297,0,3,1445.177505,Ranchi,46.0
12030,0,3,1445.141662,Noida,76.0
22548,0,2,1445.0867050000002,Warangal,55.0
18464,0,3,1445.0867050000002,Bangalore,90.0
20502,0,3,1445.0867050000002,Noida,90.0
23892,0,3,1445.0867050000002,Pune,110.0
17372,0,2,1445.0867050000002,Bangalore,130.0
18643,0,3,1445.0867050000002,Bangalore,100.0
27403,0,3,1445.0867050000002,Chandigarh,40.0
12338,0,3,1445.02145,Pondicherry,64.0
7491,0,3,1444.99179,Jamshedpur,44.0
28084,0,3,1444.912703,Bangalore,120.0
3606,0,2,1444.912703,Surat,48.0
8365,1,3,1444.872783,Bangalore,93.7
7488,0,2,1444.622793,Bhiwadi,36.0
5029,1,2,1444.444444,Ajmer,40.3
27772,0,3,1444.444444,Kolkata,130.0
21518,0,3,1444.344299,Bangalore,64.1
4626,0,2,1444.154248,Bangalore,94.0
2875,0,2,1444.141689,Bangalore,79.5
23973,0,3,1444.043321,Pune,100.0
26440,0,3,1443.850267,Mohali,27.0
11438,0,2,1443.488943,Bangalore,47.0
25796,1,3,1443.001443,Lalitpur,150.0
18641,1,3,1442.533937,Chennai,79.7
25985,0,3,1442.377037,Bangalore,100.0
2802,0,3,1442.307692,Bhubaneswar,42.0
5579,0,1,1442.169022,Maharashtra,100.0
5535,0,4,1441.561322,Kolkata,130.0
15851,0,2,1441.488665,Goa,110.0
26239,0,3,1441.29979,Jaipur,55.0
13535,0,3,1441.268316,Secunderabad,60.0
7018,1,2,1441.241685,Noida,65.0
21609,1,3,1441.137937,Bangalore,77.0
16095,1,3,1441.051968,Lalitpur,160.0
10483,1,3,1440.92219,Bangalore,100.0
12504,0,3,1440.819243,Chennai,60.5
5062,0,3,1440.485216,Indore,38.0
6093,0,3,1440.189766,Allahabad,85.0
10228,0,2,1440.189766,Bangalore,85.0
5653,0,3,1440.189766,Kolkata,85.0
16647,0,3,1440.167583,Chennai,110.0
23427,0,3,1440.167583,Bangalore,55.0
23109,0,3,1440.1661,Noida,76.3
2830,0,3,1440.144014,Noida,80.0
11715,0,2,1440.144014,Gandhinagar,48.0
14767,0,2,1440.144014,Gandhinagar,48.0
22902,1,3,1440.144014,Bangalore,80.0
18479,0,3,1440.144014,Bangalore,48.0
4613,0,3,1440.126258,Secunderabad,73.0
6095,0,3,1440.121273,Jamshedpur,57.0
16577,0,2,1440.121273,Chennai,57.0
12113,0,3,1440.092166,Lucknow,50.0
23079,0,2,1440.092166,Faridabad,50.0
13793,0,3,1440.067768,Mangalore,34.0
10015,0,2,1440.057602,Lalitpur,120.0
7839,0,3,1440.057602,Mumbai,120.0
24857,0,3,1440.057602,Lalitpur,120.0
12821,0,4,1440.032915,Kolkata,70.0
10993,1,2,1440.023753,Pune,97.0
11893,0,3,1440.015258,Noida,75.5
25586,0,3,1440.0,Chennai,90.0
5671,0,2,1439.95098,Gandhinagar,47.0
4175,0,3,1439.884809,Faridabad,40.0
9916,0,3,1439.884809,Bangalore,120.0
4992,0,3,1439.884809,Noida,120.0
15648,0,2,1439.8354470000002,Bhopal,42.0
2983,0,3,1439.677512,Surat,50.0
10886,0,2,1439.645626,Pune,130.0
24825,0,3,1439.6021460000002,Bangalore,110.0
25076,0,2,1439.5886890000002,Pune,140.0
3555,0,3,1439.285714,Jaipur,40.3
26648,0,3,1439.089692,Kochi,86.0
20452,0,3,1439.078989,Chandigarh,45.0
25285,0,3,1438.284519,Chennai,55.0
27178,0,3,1438.053097,Bhubaneswar,84.5
18073,0,3,1438.010105,Bangalore,74.0
7444,0,2,1437.859465,Jaipur,57.5
11028,0,3,1437.371663,Faridabad,49.0
1258,0,3,1437.28223,Bangalore,66.0
26358,0,3,1437.1812699999998,Bangalore,62.0
25597,0,3,1437.157042,Noida,110.0
4124,0,3,1437.145715,Jaipur,43.1
28568,0,3,1437.083771,Noida,82.0
6572,1,2,1437.024514,Sonipat,34.0
26566,1,2,1436.988073,Lucknow,100.0
11171,0,3,1436.8421050000002,Chennai,54.6
17761,0,3,1436.287749,Jaipur,58.5
6337,0,2,1436.265709,Navsari,24.0
16497,0,3,1436.265709,Bangalore,72.0
13146,0,3,1436.130008,Chennai,57.0
4717,0,3,1436.093825,Noida,60.0
3927,0,3,1436.053387,Bangalore,85.0
24746,0,3,1436.007898,Bangalore,80.0
5958,0,3,1435.956347,Jaipur,50.0
22096,1,3,1435.750179,Chennai,100.0
18399,0,2,1435.338702,Kochi,60.6
20728,1,3,1435.294118,Chandigarh,61.0
9216,0,3,1435.26655,Vijayawada,49.0
19353,1,3,1435.2350199999998,Noida,80.0
23102,0,3,1435.204728,Bangalore,68.0
9077,0,3,1435.195407,Dehradun,65.0
20099,0,3,1435.185185,Kolkata,62.0
13972,0,3,1435.063382,Bangalore,60.0
18655,0,3,1435.063382,Kolkata,120.0
7279,1,3,1435.045317,Noida,76.0
2510,1,2,1435.03698,Bangalore,130.0
16322,0,3,1434.990578,Kolkata,99.0
1644,0,4,1434.926101,Ghaziabad,100.0
25277,1,3,1434.907383,Pune,110.0
17424,0,3,1434.907383,Chennai,110.0
997,0,3,1434.901878,Bangalore,68.0
10235,0,3,1434.891785,Chennai,120.0
26161,0,3,1434.828576,Kolkata,95.0
14376,1,3,1434.820647,Noida,82.0
4819,0,3,1434.72023,Allahabad,110.0
18789,0,3,1434.615385,Kolkata,74.6
17951,0,2,1434.599156,Bangalore,85.0
9257,0,2,1434.514417,Bangalore,100.0
9445,0,3,1434.375,Indore,45.9
19276,0,3,1434.262948,Jaipur,72.0
10819,0,3,1434.255742,Bangalore,79.3
23402,0,3,1434.13235,Lalitpur,140.0
22659,0,3,1434.13235,Lalitpur,140.0
23055,0,3,1434.017063,Bangalore,79.0
22833,0,3,1433.928965,Noida,130.0
28234,0,2,1433.8461539999998,Kolkata,93.2
15665,0,3,1433.823529,Bangalore,78.0
9473,0,3,1433.785193,Mumbai,110.0
22457,0,3,1433.691756,Siliguri,60.0
13603,0,3,1433.389545,Surat,51.0
1637,1,2,1433.121019,Noida,72.0
21369,0,3,1433.038041,Mysore,55.0
23642,0,2,1433.006926,Ernakulam,120.0
20734,1,3,1432.780847,Jamnagar,38.9
7669,0,3,1432.664756,Pune,170.0
4911,0,3,1432.32275,Palakkad,60.0
24903,0,3,1432.117625,Pune,150.0
5850,0,2,1432.033488,Kolkata,130.0
904,0,3,1431.560401,Panaji,130.0
13164,1,2,1431.209603,Mohali,62.0
4810,0,3,1431.15644,Kolkata,87.0
14658,0,3,1431.127013,Gandhinagar,56.0
24250,1,2,1431.107167,Mohali,64.5
15139,0,3,1431.087627,Kolkata,130.0
296,1,2,1431.068385,Mohali,65.5
3723,1,2,1431.049436,Mohali,66.0
19014,0,3,1431.01571,Chennai,92.0
5649,0,3,1430.86582,Bangalore,98.0
13761,1,2,1430.789707,Mohali,64.5
13229,1,3,1430.472389,Noida,43.0
27328,0,3,1430.387794,Sonipat,45.0
26687,1,3,1430.387794,Noida,45.0
18839,0,3,1430.274136,Maharashtra,180.0
25946,1,3,1430.1985029999998,Bangalore,87.9
23039,0,3,1430.184419,Kolkata,76.0
1753,0,3,1430.143014,Bangalore,65.0
16949,0,3,1430.143014,Bangalore,65.0
24349,1,3,1430.123099,Noida,39.5
1186,1,3,1430.103683,Noida,40.0
24639,1,3,1430.048243,Ghaziabad,83.0
16511,1,3,1430.048243,Noida,41.5
6477,0,3,1430.030644,Udaipur,42.0
21438,1,3,1430.013459,Ghaziabad,42.5
8683,0,2,1430.013459,Chennai,170.0
22893,0,2,1430.0,Bangalore,57.2
8948,0,3,1429.93327,Bangalore,75.0
22075,1,2,1429.880843,Mohali,62.4
15624,0,3,1429.796969,Jaipur,50.0
6734,0,2,1429.7497939999998,Udaipur,52.0
19703,0,3,1429.646351,Vijayawada,57.0
17273,1,3,1429.4466,Maharashtra,140.0
115,1,2,1429.200617,Mohali,64.9
11069,0,3,1429.199648,Lucknow,65.0
15591,1,2,1429.090909,Jaipur,39.3
28134,0,2,1429.057503,Faridabad,42.0
11330,1,3,1428.571429,Noida,42.2
19109,0,3,1428.571429,Guwahati,50.0
8059,1,2,1428.571429,Ghaziabad,40.0
11442,1,3,1428.279943,Noida,70.0
12559,0,3,1428.262281,Bangalore,66.0
26334,0,3,1428.1419119999998,Chennai,95.0
